ibge7;Município;2010;2020;2021;2022
3142502;Monjolos;104,00;85,71;100,00;63,64
3142601;Monsenhor Paulo;147,69;109,52;110,94;110,13
3142700;Montalvânia;95,81;100,00;108,85;84,98
3142809;Monte Alegre de Minas;102,40;50,18;64,55;93,09
3142908;Monte Azul;92,83;80,35;77,63;61,30
3143005;Monte Belo;97,96;92,09;88,89;108,33
3143104;Monte Carmelo;105,74;104,64;78,11;91,95
3143153;Monte Formoso;89,55;131,67;69,88;94,37
3143203;Monte Santo de Minas;97,35;69,38;78,84;75,89
3143302;Montes Claros;85,56;70,96;73,40;83,15
3143401;Monte Sião;109,63;113,00;93,81;110,92
3143450;Montezuma;127,16;93,10;138,03;126,58
3143500;Morada Nova de Minas;125,29;107,06;97,67;173,13
3143609;Morro da Garça;118,92;168,18;127,27;70,00
3143708;Morro do Pilar;254,84;41,46;68,57;113,79
3143807;Munhoz;136,36;140,74;132,00;120,25
